"lon","lat","d18Of","month"
-77.5,-59.6842105263158,-11.6158237457275,7
-75,-59.6842105263158,-11.5616312026978,7
-72.5,-59.6842105263158,-11.4869728088379,7
-70,-59.6842105263158,-11.4461479187012,7
-67.5,-59.6842105263158,-11.3859195709229,7
-65,-59.6842105263158,-11.1963138580322,7
-62.5,-59.6842105263158,-11.2960367202759,7
-60,-59.6842105263158,-11.6301908493042,7
-57.5,-59.6842105263158,-12.4076681137085,7
-55,-59.6842105263158,-12.7675199508667,7
-52.5,-59.6842105263158,-12.1852293014526,7
-50,-59.6842105263158,-11.7938184738159,7
-47.5,-59.6842105263158,-11.5418663024902,7
-45,-59.6842105263158,-11.4685525894165,7
-42.5,-59.6842105263158,-11.4142942428589,7
-40,-59.6842105263158,-11.4315586090088,7
-37.5,-59.6842105263158,-11.4601364135742,7
-35,-59.6842105263158,-11.4141626358032,7
-90,-57.7894736842105,-11.454273223877,7
-87.5,-57.7894736842105,-11.4555187225342,7
-85,-57.7894736842105,-11.4357242584229,7
-82.5,-57.7894736842105,-11.4072189331055,7
-80,-57.7894736842105,-11.3946962356567,7
-77.5,-57.7894736842105,-11.3386192321777,7
-75,-57.7894736842105,-11.2438383102417,7
-72.5,-57.7894736842105,-11.2671327590942,7
-70,-57.7894736842105,-11.2786378860474,7
-67.5,-57.7894736842105,-11.1570520401001,7
-65,-57.7894736842105,-11.0264091491699,7
-62.5,-57.7894736842105,-11.3168859481812,7
-60,-57.7894736842105,-12.2854957580566,7
-57.5,-57.7894736842105,-13.1767978668213,7
-55,-57.7894736842105,-13.538818359375,7
-52.5,-57.7894736842105,-12.600193977356,7
-50,-57.7894736842105,-11.8362989425659,7
-47.5,-57.7894736842105,-11.4454593658447,7
-45,-57.7894736842105,-11.2747936248779,7
-42.5,-57.7894736842105,-11.2863235473633,7
-40,-57.7894736842105,-11.2699184417725,7
-37.5,-57.7894736842105,-11.2439737319946,7
-35,-57.7894736842105,-11.2109689712524,7
-90,-55.8947368421053,-11.1367282867432,7
-87.5,-55.8947368421053,-11.2045783996582,7
-85,-55.8947368421053,-11.2109184265137,7
-82.5,-55.8947368421053,-11.1446723937988,7
-80,-55.8947368421053,-11.1198120117188,7
-77.5,-55.8947368421053,-11.0297775268555,7
-75,-55.8947368421053,-10.9452590942383,7
-72.5,-55.8947368421053,-10.994065284729,7
-70,-55.8947368421053,-10.9808864593506,7
-67.5,-55.8947368421053,-10.8367500305176,7
-65,-55.8947368421053,-10.9194030761719,7
-62.5,-55.8947368421053,-11.7750291824341,7
-60,-55.8947368421053,-12.6914978027344,7
-57.5,-55.8947368421053,-13.2943811416626,7
-55,-55.8947368421053,-13.6502895355225,7
-52.5,-55.8947368421053,-12.8880615234375,7
-50,-55.8947368421053,-11.8656034469604,7
-47.5,-55.8947368421053,-11.4318933486938,7
-45,-55.8947368421053,-11.3503952026367,7
-42.5,-55.8947368421053,-11.2625780105591,7
-40,-55.8947368421053,-11.1015043258667,7
-37.5,-55.8947368421053,-10.9560012817383,7
-35,-55.8947368421053,-10.812047958374,7
-90,-54,-10.8764381408691,7
-87.5,-54,-10.8677072525024,7
-85,-54,-10.8526906967163,7
-82.5,-54,-10.756383895874,7
-80,-54,-10.7400093078613,7
-77.5,-54,-10.760048866272,7
-75,-54,-10.7403049468994,7
-72.5,-54,-10.7775259017944,7
-70,-54,-10.7056188583374,7
-67.5,-54,-10.6353273391724,7
-65,-54,-10.7848892211914,7
-62.5,-54,-11.9556751251221,7
-60,-54,-12.7243490219116,7
-57.5,-54,-13.1970834732056,7
-55,-54,-13.45094871521,7
-52.5,-54,-13.0738468170166,7
-50,-54,-11.8532667160034,7
-47.5,-54,-11.6425161361694,7
-45,-54,-11.9475288391113,7
-42.5,-54,-11.8092708587646,7
-40,-54,-11.0758247375488,7
-37.5,-54,-10.6379365921021,7
-35,-54,-10.2554845809937,7
-90,-52.1052631578947,-10.5252809524536,7
-87.5,-52.1052631578947,-10.5704288482666,7
-85,-52.1052631578947,-10.4620180130005,7
-82.5,-52.1052631578947,-10.4122085571289,7
-80,-52.1052631578947,-10.4411239624023,7
-77.5,-52.1052631578947,-10.5856971740723,7
-75,-52.1052631578947,-10.5043382644653,7
-72.5,-52.1052631578947,-10.5270338058472,7
-70,-52.1052631578947,-10.4995422363281,7
-67.5,-52.1052631578947,-10.4549474716187,7
-65,-52.1052631578947,-10.5739040374756,7
-62.5,-52.1052631578947,-11.7239542007446,7
-60,-52.1052631578947,-12.4621877670288,7
-57.5,-52.1052631578947,-12.9812536239624,7
-55,-52.1052631578947,-13.2306823730469,7
-52.5,-52.1052631578947,-12.5253410339355,7
-50,-52.1052631578947,-11.4064140319824,7
-47.5,-52.1052631578947,-10.8266506195068,7
-45,-52.1052631578947,-10.6296806335449,7
-42.5,-52.1052631578947,-10.4545431137085,7
-40,-52.1052631578947,-10.0483016967773,7
-37.5,-52.1052631578947,-9.59041023254395,7
-35,-52.1052631578947,-9.37272453308105,7
-90,-50.2105263157895,-10.1709175109863,7
-87.5,-50.2105263157895,-10.1708602905273,7
-85,-50.2105263157895,-10.1332950592041,7
-82.5,-50.2105263157895,-10.1442813873291,7
-80,-50.2105263157895,-10.2458114624023,7
-77.5,-50.2105263157895,-10.2600975036621,7
-75,-50.2105263157895,-10.2304430007935,7
-72.5,-50.2105263157895,-10.2566738128662,7
-70,-50.2105263157895,-10.314395904541,7
-67.5,-50.2105263157895,-10.3393135070801,7
-65,-50.2105263157895,-10.3009147644043,7
-62.5,-50.2105263157895,-11.3340005874634,7
-60,-50.2105263157895,-12.2917184829712,7
-57.5,-50.2105263157895,-12.9703645706177,7
-55,-50.2105263157895,-13.2785291671753,7
-52.5,-50.2105263157895,-11.9141397476196,7
-50,-50.2105263157895,-10.7652339935303,7
-47.5,-50.2105263157895,-10.2441377639771,7
-45,-50.2105263157895,-10.0283203125,7
-42.5,-50.2105263157895,-9.66146373748779,7
-40,-50.2105263157895,-9.14941120147705,7
-37.5,-50.2105263157895,-8.84472751617432,7
-35,-50.2105263157895,-8.76944828033447,7
-90,-48.3157894736842,-9.8452672958374,7
-87.5,-48.3157894736842,-9.84416961669922,7
-85,-48.3157894736842,-9.88504409790039,7
-82.5,-48.3157894736842,-9.91130638122559,7
-80,-48.3157894736842,-9.96138668060303,7
-77.5,-48.3157894736842,-10.0013093948364,7
-75,-48.3157894736842,-10.0323343276978,7
-72.5,-48.3157894736842,-10.0556230545044,7
-70,-48.3157894736842,-10.2462368011475,7
-67.5,-48.3157894736842,-10.204740524292,7
-65,-48.3157894736842,-10.0119686126709,7
-62.5,-48.3157894736842,-11.009973526001,7
-60,-48.3157894736842,-12.1230945587158,7
-57.5,-48.3157894736842,-12.7472314834595,7
-55,-48.3157894736842,-12.9214658737183,7
-52.5,-48.3157894736842,-11.6644763946533,7
-50,-48.3157894736842,-10.2489538192749,7
-47.5,-48.3157894736842,-9.4719352722168,7
-45,-48.3157894736842,-9.17602348327637,7
-42.5,-48.3157894736842,-8.82057762145996,7
-40,-48.3157894736842,-8.45745277404785,7
-37.5,-48.3157894736842,-8.33549404144287,7
-35,-48.3157894736842,-8.28379249572754,7
-90,-46.421052631579,-9.49602699279785,7
-87.5,-46.421052631579,-9.49198818206787,7
-85,-46.421052631579,-9.56564617156982,7
-82.5,-46.421052631579,-9.63463497161865,7
-80,-46.421052631579,-9.64926052093506,7
-77.5,-46.421052631579,-9.65674495697021,7
-75,-46.421052631579,-9.68400192260742,7
-72.5,-46.421052631579,-9.77522659301758,7
-70,-46.421052631579,-9.84900665283203,7
-67.5,-46.421052631579,-9.89224529266357,7
-65,-46.421052631579,-9.61979293823242,7
-62.5,-46.421052631579,-10.5602474212646,7
-60,-46.421052631579,-11.9326219558716,7
-57.5,-46.421052631579,-12.7188596725464,7
-55,-46.421052631579,-12.6364107131958,7
-52.5,-46.421052631579,-11.7466440200806,7
-50,-46.421052631579,-9.75875568389893,7
-47.5,-46.421052631579,-8.81563568115234,7
-45,-46.421052631579,-8.42779636383057,7
-42.5,-46.421052631579,-8.14422512054443,7
-40,-46.421052631579,-7.9151930809021,7
-37.5,-46.421052631579,-7.81835508346558,7
-35,-46.421052631579,-7.7480411529541,7
-90,-44.5263157894737,-8.99625205993652,7
-87.5,-44.5263157894737,-9.14791297912598,7
-85,-44.5263157894737,-9.25168800354004,7
-82.5,-44.5263157894737,-9.32486152648926,7
-80,-44.5263157894737,-9.33771419525146,7
-77.5,-44.5263157894737,-9.2765531539917,7
-75,-44.5263157894737,-9.37118434906006,7
-72.5,-44.5263157894737,-9.4088716506958,7
-70,-44.5263157894737,-9.4392557144165,7
-67.5,-44.5263157894737,-9.43854999542236,7
-65,-44.5263157894737,-9.1448860168457,7
-62.5,-44.5263157894737,-10.0682058334351,7
-60,-44.5263157894737,-11.6012992858887,7
-57.5,-44.5263157894737,-12.3347301483154,7
-55,-44.5263157894737,-11.984302520752,7
-52.5,-44.5263157894737,-11.5225210189819,7
-50,-44.5263157894737,-9.16268348693848,7
-47.5,-44.5263157894737,-8.27567768096924,7
-45,-44.5263157894737,-7.9090461730957,7
-42.5,-44.5263157894737,-7.63435935974121,7
-40,-44.5263157894737,-7.41991758346558,7
-37.5,-44.5263157894737,-7.2958984375,7
-35,-44.5263157894737,-7.22582340240479,7
-90,-42.6315789473684,-8.6442813873291,7
-87.5,-42.6315789473684,-8.84613609313965,7
-85,-42.6315789473684,-8.91698169708252,7
-82.5,-42.6315789473684,-8.9118595123291,7
-80,-42.6315789473684,-8.88903045654297,7
-77.5,-42.6315789473684,-8.87878513336182,7
-75,-42.6315789473684,-8.93535995483398,7
-72.5,-42.6315789473684,-9.02238750457764,7
-70,-42.6315789473684,-8.93301963806152,7
-67.5,-42.6315789473684,-8.97159194946289,7
-65,-42.6315789473684,-8.71491050720215,7
-62.5,-42.6315789473684,-9.56087303161621,7
-60,-42.6315789473684,-11.0882253646851,7
-57.5,-42.6315789473684,-11.6405277252197,7
-55,-42.6315789473684,-11.0666561126709,7
-52.5,-42.6315789473684,-10.8887453079224,7
-50,-42.6315789473684,-9.02672576904297,7
-47.5,-42.6315789473684,-8.17706203460693,7
-45,-42.6315789473684,-7.80717515945435,7
-42.5,-42.6315789473684,-7.35863208770752,7
-40,-42.6315789473684,-7.10454845428467,7
-37.5,-42.6315789473684,-6.96247625350952,7
-35,-42.6315789473684,-6.9169864654541,7
-90,-40.7368421052632,-8.25523853302002,7
-87.5,-40.7368421052632,-8.45962142944336,7
-85,-40.7368421052632,-8.45167922973633,7
-82.5,-40.7368421052632,-8.51473140716553,7
-80,-40.7368421052632,-8.46857070922852,7
-77.5,-40.7368421052632,-8.41123104095459,7
-75,-40.7368421052632,-8.420241355896,7
-72.5,-40.7368421052632,-8.3223123550415,7
-70,-40.7368421052632,-8.29354381561279,7
-67.5,-40.7368421052632,-8.326247215271,7
-65,-40.7368421052632,-8.05822849273682,7
-62.5,-40.7368421052632,-8.50552749633789,7
-60,-40.7368421052632,-10.4202995300293,7
-57.5,-40.7368421052632,-10.7692270278931,7
-55,-40.7368421052632,-10.5066299438477,7
-52.5,-40.7368421052632,-10.5226392745972,7
-50,-40.7368421052632,-10.0238637924194,7
-47.5,-40.7368421052632,-9.64064311981201,7
-45,-40.7368421052632,-9.0726375579834,7
-42.5,-40.7368421052632,-7.59581708908081,7
-40,-40.7368421052632,-6.91338491439819,7
-37.5,-40.7368421052632,-6.72115468978882,7
-35,-40.7368421052632,-6.53076839447021,7
-90,-78.6315789473684,-17.2265377044678,8
-87.5,-78.6315789473684,-16.8554019927979,8
-85,-78.6315789473684,-16.6242256164551,8
-82.5,-78.6315789473684,-16.6521511077881,8
-80,-78.6315789473684,-16.7913436889648,8
-77.5,-78.6315789473684,-16.8634338378906,8
-75,-78.6315789473684,-16.723913192749,8
-72.5,-78.6315789473684,-16.4883785247803,8
-70,-78.6315789473684,-16.1989440917969,8
-67.5,-78.6315789473684,-15.9544076919556,8
-65,-78.6315789473684,-15.7182664871216,8
-62.5,-78.6315789473684,-15.5116767883301,8
-60,-78.6315789473684,-15.2661685943604,8
-57.5,-78.6315789473684,-14.6604871749878,8
-55,-78.6315789473684,-13.538966178894,8
-52.5,-78.6315789473684,-13.3297166824341,8
-50,-78.6315789473684,-13.2814693450928,8
-47.5,-78.6315789473684,-13.1836051940918,8
-45,-78.6315789473684,-13.2040128707886,8
-42.5,-78.6315789473684,-13.500205039978,8
-40,-78.6315789473684,-13.6008358001709,8
-37.5,-78.6315789473684,-13.685076713562,8
-35,-78.6315789473684,-13.7832870483398,8
-90,-76.7368421052632,-15.9971933364868,8
-87.5,-76.7368421052632,-15.8785085678101,8
-85,-76.7368421052632,-16.1741008758545,8
-82.5,-76.7368421052632,-16.7522010803223,8
-80,-76.7368421052632,-17.0850372314453,8
-77.5,-76.7368421052632,-17.1626262664795,8
-75,-76.7368421052632,-17.0093307495117,8
-72.5,-76.7368421052632,-16.7673015594482,8
-70,-76.7368421052632,-16.3940181732178,8
-67.5,-76.7368421052632,-15.722900390625,8
-65,-76.7368421052632,-15.0129699707031,8
-62.5,-76.7368421052632,-14.6537294387817,8
-60,-76.7368421052632,-14.0364942550659,8
-57.5,-76.7368421052632,-13.2268753051758,8
-55,-76.7368421052632,-12.8758020401001,8
-52.5,-76.7368421052632,-12.603235244751,8
-50,-76.7368421052632,-12.443377494812,8
-47.5,-76.7368421052632,-12.3681154251099,8
-45,-76.7368421052632,-12.3751707077026,8
-42.5,-76.7368421052632,-12.4667739868164,8
-40,-76.7368421052632,-12.5849752426147,8
-37.5,-76.7368421052632,-12.6744384765625,8
-35,-76.7368421052632,-12.7835121154785,8
-90,-74.8421052631579,-14.8894710540771,8
-87.5,-74.8421052631579,-14.8840970993042,8
-85,-74.8421052631579,-14.9679565429688,8
-82.5,-74.8421052631579,-15.2642431259155,8
-80,-74.8421052631579,-15.7110404968262,8
-77.5,-74.8421052631579,-15.989275932312,8
-75,-74.8421052631579,-15.943808555603,8
-72.5,-74.8421052631579,-16.3078289031982,8
-70,-74.8421052631579,-16.8860549926758,8
-67.5,-74.8421052631579,-16.5893135070801,8
-65,-74.8421052631579,-15.2089748382568,8
-62.5,-74.8421052631579,-14.2652759552002,8
-60,-74.8421052631579,-13.423321723938,8
-57.5,-74.8421052631579,-12.8301839828491,8
-55,-74.8421052631579,-12.43288230896,8
-52.5,-74.8421052631579,-12.1570339202881,8
-50,-74.8421052631579,-12.0506410598755,8
-47.5,-74.8421052631579,-12.0472717285156,8
-45,-74.8421052631579,-12.1422071456909,8
-42.5,-74.8421052631579,-12.2963380813599,8
-40,-74.8421052631579,-12.4180517196655,8
-37.5,-74.8421052631579,-12.4953641891479,8
-35,-74.8421052631579,-12.4975490570068,8
-90,-72.9473684210526,-13.2710256576538,8
-87.5,-72.9473684210526,-13.3332653045654,8
-85,-72.9473684210526,-13.3012180328369,8
-82.5,-72.9473684210526,-13.4091482162476,8
-80,-72.9473684210526,-13.7828245162964,8
-77.5,-72.9473684210526,-13.9982089996338,8
-75,-72.9473684210526,-14.244647026062,8
-72.5,-72.9473684210526,-15.1086349487305,8
-70,-72.9473684210526,-16.4088134765625,8
-67.5,-72.9473684210526,-16.5170974731445,8
-65,-72.9473684210526,-15.0966930389404,8
-62.5,-72.9473684210526,-14.1456079483032,8
-60,-72.9473684210526,-13.2090282440186,8
-57.5,-72.9473684210526,-12.713077545166,8
-55,-72.9473684210526,-12.3089065551758,8
-52.5,-72.9473684210526,-12.1460742950439,8
-50,-72.9473684210526,-12.1114454269409,8
-47.5,-72.9473684210526,-12.1960887908936,8
-45,-72.9473684210526,-12.2918348312378,8
-42.5,-72.9473684210526,-12.3540210723877,8
-40,-72.9473684210526,-12.4018430709839,8
-37.5,-72.9473684210526,-12.4049186706543,8
-35,-72.9473684210526,-12.3798637390137,8
-90,-71.0526315789474,-12.5855894088745,8
-87.5,-71.0526315789474,-12.6435031890869,8
-85,-71.0526315789474,-12.7005929946899,8
-82.5,-71.0526315789474,-12.7370080947876,8
-80,-71.0526315789474,-12.8908987045288,8
-77.5,-71.0526315789474,-13.1750450134277,8
-75,-71.0526315789474,-13.230541229248,8
-72.5,-71.0526315789474,-13.6882066726685,8
-70,-71.0526315789474,-15.0219497680664,8
-67.5,-71.0526315789474,-15.688943862915,8
-65,-71.0526315789474,-14.954176902771,8
-62.5,-71.0526315789474,-14.0916395187378,8
-60,-71.0526315789474,-13.2503309249878,8
-57.5,-71.0526315789474,-12.8358325958252,8
-55,-71.0526315789474,-12.47585105896,8
-52.5,-71.0526315789474,-12.2961378097534,8
-50,-71.0526315789474,-12.307165145874,8
-47.5,-71.0526315789474,-12.3597640991211,8
-45,-71.0526315789474,-12.420693397522,8
-42.5,-71.0526315789474,-12.4003820419312,8
-40,-71.0526315789474,-12.3244762420654,8
-37.5,-71.0526315789474,-12.2221336364746,8
-35,-71.0526315789474,-12.1488590240479,8
-90,-69.1578947368421,-12.448317527771,8
-87.5,-69.1578947368421,-12.482647895813,8
-85,-69.1578947368421,-12.5660648345947,8
-82.5,-69.1578947368421,-12.6275358200073,8
-80,-69.1578947368421,-12.662670135498,8
-77.5,-69.1578947368421,-12.6069021224976,8
-75,-69.1578947368421,-12.6710805892944,8
-72.5,-69.1578947368421,-13.1131229400635,8
-70,-69.1578947368421,-13.646653175354,8
-67.5,-69.1578947368421,-14.4016733169556,8
-65,-69.1578947368421,-14.6294975280762,8
-62.5,-69.1578947368421,-14.101170539856,8
-60,-69.1578947368421,-13.3481502532959,8
-57.5,-69.1578947368421,-12.8580923080444,8
-55,-69.1578947368421,-12.5507755279541,8
-52.5,-69.1578947368421,-12.4298276901245,8
-50,-69.1578947368421,-12.4106960296631,8
-47.5,-69.1578947368421,-12.431492805481,8
-45,-69.1578947368421,-12.3764619827271,8
-42.5,-69.1578947368421,-12.2594985961914,8
-40,-69.1578947368421,-12.1333265304565,8
-37.5,-69.1578947368421,-11.9997205734253,8
-35,-69.1578947368421,-11.9222011566162,8
-90,-67.2631578947368,-12.34739112854,8
-87.5,-67.2631578947368,-12.3184518814087,8
-85,-67.2631578947368,-12.3358774185181,8
-82.5,-67.2631578947368,-12.3546667098999,8
-80,-67.2631578947368,-12.4601020812988,8
-77.5,-67.2631578947368,-12.4497404098511,8
-75,-67.2631578947368,-12.3857231140137,8
-72.5,-67.2631578947368,-12.4976024627686,8
-70,-67.2631578947368,-12.9574413299561,8
-67.5,-67.2631578947368,-13.4821348190308,8
-65,-67.2631578947368,-13.9838514328003,8
-62.5,-67.2631578947368,-13.7911405563354,8
-60,-67.2631578947368,-13.2749061584473,8
-57.5,-67.2631578947368,-13.0333290100098,8
-55,-67.2631578947368,-12.7694520950317,8
-52.5,-67.2631578947368,-12.4760570526123,8
-50,-67.2631578947368,-12.3066549301147,8
-47.5,-67.2631578947368,-12.2712287902832,8
-45,-67.2631578947368,-12.1770238876343,8
-42.5,-67.2631578947368,-12.0957193374634,8
-40,-67.2631578947368,-11.9942483901978,8
-37.5,-67.2631578947368,-11.879714012146,8
-35,-67.2631578947368,-11.795726776123,8
-90,-65.3684210526316,-12.1099739074707,8
-87.5,-65.3684210526316,-12.138503074646,8
-85,-65.3684210526316,-12.1383895874023,8
-82.5,-65.3684210526316,-12.1165590286255,8
-80,-65.3684210526316,-12.1209449768066,8
-77.5,-65.3684210526316,-12.1559448242188,8
-75,-65.3684210526316,-12.1482095718384,8
-72.5,-65.3684210526316,-12.1538391113281,8
-70,-65.3684210526316,-12.1652879714966,8
-67.5,-65.3684210526316,-12.4074325561523,8
-65,-65.3684210526316,-13.1113414764404,8
-62.5,-65.3684210526316,-13.5802345275879,8
-60,-65.3684210526316,-13.281174659729,8
-57.5,-65.3684210526316,-13.0554904937744,8
-55,-65.3684210526316,-12.7153854370117,8
-52.5,-65.3684210526316,-12.4405031204224,8
-50,-65.3684210526316,-12.2313318252563,8
-47.5,-65.3684210526316,-12.1381301879883,8
-45,-65.3684210526316,-12.0228300094604,8
-42.5,-65.3684210526316,-11.9220848083496,8
-40,-65.3684210526316,-11.8293542861938,8
-37.5,-65.3684210526316,-11.7926425933838,8
-35,-65.3684210526316,-11.6872749328613,8
-90,-63.4736842105263,-11.9333772659302,8
-87.5,-63.4736842105263,-11.9353189468384,8
-85,-63.4736842105263,-11.9026098251343,8
-82.5,-63.4736842105263,-11.8997974395752,8
-80,-63.4736842105263,-11.9002246856689,8
-77.5,-63.4736842105263,-11.9271974563599,8
-75,-63.4736842105263,-11.9918632507324,8
-72.5,-63.4736842105263,-11.9966096878052,8
-70,-63.4736842105263,-11.9111328125,8
-67.5,-63.4736842105263,-11.8251399993896,8
-65,-63.4736842105263,-11.8537826538086,8
-62.5,-63.4736842105263,-11.8913888931274,8
-60,-63.4736842105263,-12.1177206039429,8
-57.5,-63.4736842105263,-12.2932376861572,8
-55,-63.4736842105263,-12.2450313568115,8
-52.5,-63.4736842105263,-12.1456651687622,8
-50,-63.4736842105263,-12.0865688323975,8
-47.5,-63.4736842105263,-12.0345859527588,8
-45,-63.4736842105263,-11.9513607025146,8
-42.5,-63.4736842105263,-11.8755931854248,8
-40,-63.4736842105263,-11.7987461090088,8
-37.5,-63.4736842105263,-11.7515211105347,8
-35,-63.4736842105263,-11.6385469436646,8
-90,-61.5789473684211,-11.8388032913208,8
-87.5,-61.5789473684211,-11.8159675598145,8
-85,-61.5789473684211,-11.794529914856,8
-82.5,-61.5789473684211,-11.8055782318115,8
-80,-61.5789473684211,-11.7828559875488,8
-77.5,-61.5789473684211,-11.8010807037354,8
-75,-61.5789473684211,-11.8197803497314,8
-72.5,-61.5789473684211,-11.7839651107788,8
-70,-61.5789473684211,-11.6744661331177,8
-67.5,-61.5789473684211,-11.558219909668,8
-65,-61.5789473684211,-11.4351453781128,8
-62.5,-61.5789473684211,-11.4741516113281,8
-60,-61.5789473684211,-11.578761100769,8
-57.5,-61.5789473684211,-11.8155031204224,8
-55,-61.5789473684211,-11.9806270599365,8
-52.5,-61.5789473684211,-11.985915184021,8
-50,-61.5789473684211,-12.0333061218262,8
-47.5,-61.5789473684211,-12.0093688964844,8
-45,-61.5789473684211,-11.9119958877563,8
-42.5,-61.5789473684211,-11.7966585159302,8
-40,-61.5789473684211,-11.7940254211426,8
-37.5,-61.5789473684211,-11.8024644851685,8
-35,-61.5789473684211,-11.6940574645996,8
-90,-59.6842105263158,-11.6199808120728,8
-87.5,-59.6842105263158,-11.627965927124,8
-85,-59.6842105263158,-11.6509799957275,8
-82.5,-59.6842105263158,-11.6676692962646,8
-80,-59.6842105263158,-11.6309947967529,8
-77.5,-59.6842105263158,-11.5863819122314,8
-75,-59.6842105263158,-11.6030960083008,8
-72.5,-59.6842105263158,-11.4991321563721,8
-70,-59.6842105263158,-11.4076042175293,8
-67.5,-59.6842105263158,-11.3275146484375,8
-65,-59.6842105263158,-11.1832151412964,8
-62.5,-59.6842105263158,-11.3893346786499,8
-60,-59.6842105263158,-11.7490282058716,8
-57.5,-59.6842105263158,-12.498272895813,8
-55,-59.6842105263158,-12.8079280853271,8
-52.5,-59.6842105263158,-12.287428855896,8
-50,-59.6842105263158,-12.0374441146851,8
-47.5,-59.6842105263158,-11.8317289352417,8
-45,-59.6842105263158,-11.7483768463135,8
-42.5,-59.6842105263158,-11.7346935272217,8
-40,-59.6842105263158,-11.7331495285034,8
-37.5,-59.6842105263158,-11.6991844177246,8
-35,-59.6842105263158,-11.6547546386719,8
-90,-57.7894736842105,-11.4308891296387,8
-87.5,-57.7894736842105,-11.4256372451782,8
-85,-57.7894736842105,-11.4707803726196,8
-82.5,-57.7894736842105,-11.505880355835,8
-80,-57.7894736842105,-11.4654893875122,8
-77.5,-57.7894736842105,-11.3793859481812,8
-75,-57.7894736842105,-11.3293590545654,8
-72.5,-57.7894736842105,-11.2518606185913,8
-70,-57.7894736842105,-11.1678152084351,8
-67.5,-57.7894736842105,-11.0971059799194,8
-65,-57.7894736842105,-11.061261177063,8
-62.5,-57.7894736842105,-11.3509435653687,8
-60,-57.7894736842105,-12.3429355621338,8
-57.5,-57.7894736842105,-13.0886240005493,8
-55,-57.7894736842105,-13.221417427063,8
-52.5,-57.7894736842105,-12.4679660797119,8
-50,-57.7894736842105,-11.9265222549438,8
-47.5,-57.7894736842105,-11.6171607971191,8
-45,-57.7894736842105,-11.5289468765259,8
-42.5,-57.7894736842105,-11.5201845169067,8
-40,-57.7894736842105,-11.5219240188599,8
-37.5,-57.7894736842105,-11.4850845336914,8
-35,-57.7894736842105,-11.4510803222656,8
-90,-55.8947368421053,-11.1364908218384,8
-87.5,-55.8947368421053,-11.1423463821411,8
-85,-55.8947368421053,-11.1920022964478,8
-82.5,-55.8947368421053,-11.2156429290771,8
-80,-55.8947368421053,-11.1728591918945,8
-77.5,-55.8947368421053,-11.1761293411255,8
-75,-55.8947368421053,-11.0823831558228,8
-72.5,-55.8947368421053,-11.0698213577271,8
-70,-55.8947368421053,-10.9879808425903,8
-67.5,-55.8947368421053,-10.9069375991821,8
-65,-55.8947368421053,-11.0007104873657,8
-62.5,-55.8947368421053,-11.8528957366943,8
-60,-55.8947368421053,-12.676682472229,8
-57.5,-55.8947368421053,-13.0722913742065,8
-55,-55.8947368421053,-13.2237033843994,8
-52.5,-55.8947368421053,-12.559422492981,8
-50,-55.8947368421053,-11.9126014709473,8
-47.5,-55.8947368421053,-11.5849466323853,8
-45,-55.8947368421053,-11.4715805053711,8
-42.5,-55.8947368421053,-11.4473829269409,8
-40,-55.8947368421053,-11.3961763381958,8
-37.5,-55.8947368421053,-11.2665328979492,8
-35,-55.8947368421053,-11.1354722976685,8
-90,-54,-10.8278207778931,8
-87.5,-54,-10.8759384155273,8
-85,-54,-10.8942518234253,8
-82.5,-54,-10.8173208236694,8
-80,-54,-10.7901182174683,8
-77.5,-54,-10.8405265808105,8
-75,-54,-10.8635854721069,8
-72.5,-54,-10.8449840545654,8
-70,-54,-10.7978324890137,8
-67.5,-54,-10.7145519256592,8
-65,-54,-10.8808326721191,8
-62.5,-54,-12.0343360900879,8
-60,-54,-12.6520090103149,8
-57.5,-54,-12.9561958312988,8
-55,-54,-12.925573348999,8
-52.5,-54,-12.6615371704102,8
-50,-54,-11.9241151809692,8
-47.5,-54,-11.8005104064941,8
-45,-54,-11.9038963317871,8
-42.5,-54,-11.7687406539917,8
-40,-54,-11.2104616165161,8
-37.5,-54,-10.8568029403687,8
-35,-54,-10.5827302932739,8
-90,-52.1052631578947,-10.4821338653564,8
-87.5,-52.1052631578947,-10.5733203887939,8
-85,-52.1052631578947,-10.5786962509155,8
-82.5,-52.1052631578947,-10.4957666397095,8
-80,-52.1052631578947,-10.468620300293,8
-77.5,-52.1052631578947,-10.4941873550415,8
-75,-52.1052631578947,-10.5210933685303,8
-72.5,-52.1052631578947,-10.5846433639526,8
-70,-52.1052631578947,-10.6481714248657,8
-67.5,-52.1052631578947,-10.5112428665161,8
-65,-52.1052631578947,-10.5932130813599,8
-62.5,-52.1052631578947,-11.7666368484497,8
-60,-52.1052631578947,-12.4904012680054,8
-57.5,-52.1052631578947,-12.6991853713989,8
-55,-52.1052631578947,-12.5895957946777,8
-52.5,-52.1052631578947,-12.0215368270874,8
-50,-52.1052631578947,-11.3613338470459,8
-47.5,-52.1052631578947,-10.7146463394165,8
-45,-52.1052631578947,-10.4650497436523,8
-42.5,-52.1052631578947,-10.450756072998,8
-40,-52.1052631578947,-10.1624021530151,8
-37.5,-52.1052631578947,-9.78021144866943,8
-35,-52.1052631578947,-9.52114105224609,8
-90,-50.2105263157895,-10.1432676315308,8
-87.5,-50.2105263157895,-10.1400089263916,8
-85,-50.2105263157895,-10.1249599456787,8
-82.5,-50.2105263157895,-10.1192979812622,8
-80,-50.2105263157895,-10.1742353439331,8
