"lon","lat","d18Of","month"
-62.5,-71.0526315789474,-13.0760374069214,4
-60,-71.0526315789474,-12.0441989898682,4
-57.5,-71.0526315789474,-11.6666488647461,4
-55,-71.0526315789474,-11.214991569519,4
-52.5,-71.0526315789474,-10.926794052124,4
-50,-71.0526315789474,-10.869912147522,4
-47.5,-71.0526315789474,-10.8815441131592,4
-45,-71.0526315789474,-10.8413505554199,4
-42.5,-71.0526315789474,-10.8484764099121,4
-40,-71.0526315789474,-10.7505159378052,4
-37.5,-71.0526315789474,-10.6789989471436,4
-35,-71.0526315789474,-10.6890830993652,4
-90,-69.1578947368421,-11.0572814941406,4
-87.5,-69.1578947368421,-11.0911331176758,4
-85,-69.1578947368421,-11.108136177063,4
-82.5,-69.1578947368421,-11.0951881408691,4
-80,-69.1578947368421,-11.0657176971436,4
-77.5,-69.1578947368421,-11.0368223190308,4
-75,-69.1578947368421,-11.2289085388184,4
-72.5,-69.1578947368421,-12.2038612365723,4
-70,-69.1578947368421,-13.0273017883301,4
-67.5,-69.1578947368421,-13.4475898742676,4
-65,-69.1578947368421,-13.5104398727417,4
-62.5,-69.1578947368421,-12.7518701553345,4
-60,-69.1578947368421,-12.0155906677246,4
-57.5,-69.1578947368421,-11.5764274597168,4
-55,-69.1578947368421,-11.158239364624,4
-52.5,-69.1578947368421,-10.8891477584839,4
-50,-69.1578947368421,-10.7876577377319,4
-47.5,-69.1578947368421,-10.7752847671509,4
-45,-69.1578947368421,-10.7992124557495,4
-42.5,-69.1578947368421,-10.6590194702148,4
-40,-69.1578947368421,-10.5858125686646,4
-37.5,-69.1578947368421,-10.5498914718628,4
-35,-69.1578947368421,-10.5457191467285,4
-90,-67.2631578947368,-10.9006843566895,4
-87.5,-67.2631578947368,-10.9026432037354,4
-85,-67.2631578947368,-10.9128665924072,4
-82.5,-67.2631578947368,-10.8381652832031,4
-80,-67.2631578947368,-10.7944631576538,4
-77.5,-67.2631578947368,-10.7836751937866,4
-75,-67.2631578947368,-10.8154172897339,4
-72.5,-67.2631578947368,-10.9908866882324,4
-70,-67.2631578947368,-11.7355175018311,4
-67.5,-67.2631578947368,-12.3416357040405,4
-65,-67.2631578947368,-12.8170690536499,4
-62.5,-67.2631578947368,-12.3926610946655,4
-60,-67.2631578947368,-11.8537368774414,4
-57.5,-67.2631578947368,-11.4893503189087,4
-55,-67.2631578947368,-11.1504096984863,4
-52.5,-67.2631578947368,-10.8790559768677,4
-50,-67.2631578947368,-10.7415428161621,4
-47.5,-67.2631578947368,-10.6627197265625,4
-45,-67.2631578947368,-10.6853504180908,4
-42.5,-67.2631578947368,-10.656641960144,4
-40,-67.2631578947368,-10.6394519805908,4
-37.5,-67.2631578947368,-10.5814199447632,4
-35,-67.2631578947368,-10.5928773880005,4
-90,-65.3684210526316,-10.7854080200195,4
-87.5,-65.3684210526316,-10.8194751739502,4
-85,-65.3684210526316,-10.7401418685913,4
-82.5,-65.3684210526316,-10.7443361282349,4
-80,-65.3684210526316,-10.7060422897339,4
-77.5,-65.3684210526316,-10.6940908432007,4
-75,-65.3684210526316,-10.6352844238281,4
-72.5,-65.3684210526316,-10.5807113647461,4
-70,-65.3684210526316,-10.5685081481934,4
-67.5,-65.3684210526316,-10.8963804244995,4
-65,-65.3684210526316,-11.8458566665649,4
-62.5,-65.3684210526316,-12.4396495819092,4
-60,-65.3684210526316,-12.0642862319946,4
-57.5,-65.3684210526316,-11.7546882629395,4
-55,-65.3684210526316,-11.3686208724976,4
-52.5,-65.3684210526316,-11.0187377929688,4
-50,-65.3684210526316,-10.7861356735229,4
-47.5,-65.3684210526316,-10.6510372161865,4
-45,-65.3684210526316,-10.577564239502,4
-42.5,-65.3684210526316,-10.5919456481934,4
-40,-65.3684210526316,-10.5492343902588,4
-37.5,-65.3684210526316,-10.5436897277832,4
-35,-65.3684210526316,-10.5642957687378,4
-90,-63.4736842105263,-10.7383651733398,4
-87.5,-63.4736842105263,-10.7164754867554,4
-85,-63.4736842105263,-10.6581058502197,4
-82.5,-63.4736842105263,-10.660361289978,4
-80,-63.4736842105263,-10.6044759750366,4
-77.5,-63.4736842105263,-10.5509557723999,4
-75,-63.4736842105263,-10.5637826919556,4
-72.5,-63.4736842105263,-10.5934438705444,4
-70,-63.4736842105263,-10.576340675354,4
-67.5,-63.4736842105263,-10.5498561859131,4
-65,-63.4736842105263,-10.6750240325928,4
-62.5,-63.4736842105263,-11.248517036438,4
-60,-63.4736842105263,-12.1280679702759,4
-57.5,-63.4736842105263,-11.9116382598877,4
-55,-63.4736842105263,-11.4322605133057,4
-52.5,-63.4736842105263,-10.9879875183105,4
-50,-63.4736842105263,-10.6967515945435,4
-47.5,-63.4736842105263,-10.6106834411621,4
-45,-63.4736842105263,-10.5622339248657,4
-42.5,-63.4736842105263,-10.4862756729126,4
-40,-63.4736842105263,-10.5137376785278,4
-37.5,-63.4736842105263,-10.5447549819946,4
-35,-63.4736842105263,-10.5294847488403,4
-90,-61.5789473684211,-10.5747241973877,4
-87.5,-61.5789473684211,-10.5347242355347,4
-85,-61.5789473684211,-10.4973592758179,4
-82.5,-61.5789473684211,-10.5336360931396,4
-80,-61.5789473684211,-10.5319852828979,4
-77.5,-61.5789473684211,-10.4813671112061,4
-75,-61.5789473684211,-10.4446105957031,4
-72.5,-61.5789473684211,-10.4444236755371,4
-70,-61.5789473684211,-10.4458847045898,4
-67.5,-61.5789473684211,-10.4296073913574,4
-65,-61.5789473684211,-10.3698043823242,4
-62.5,-61.5789473684211,-10.4355134963989,4
-60,-61.5789473684211,-10.7629528045654,4
-57.5,-61.5789473684211,-11.0627279281616,4
-55,-61.5789473684211,-11.4281740188599,4
-52.5,-61.5789473684211,-11.2712955474854,4
-50,-61.5789473684211,-10.7720909118652,4
-47.5,-61.5789473684211,-10.4566831588745,4
-45,-61.5789473684211,-10.3720207214355,4
-42.5,-61.5789473684211,-10.3623485565186,4
-40,-61.5789473684211,-10.3953285217285,4
-37.5,-61.5789473684211,-10.4452934265137,4
-35,-61.5789473684211,-10.4524669647217,4
-90,-59.6842105263158,-10.5186328887939,4
-87.5,-59.6842105263158,-10.5077085494995,4
-85,-59.6842105263158,-10.4833755493164,4
-82.5,-59.6842105263158,-10.435341835022,4
-80,-59.6842105263158,-10.3955173492432,4
-77.5,-59.6842105263158,-10.3157653808594,4
-75,-59.6842105263158,-10.3001794815063,4
-72.5,-59.6842105263158,-10.31764793396,4
-70,-59.6842105263158,-10.3136024475098,4
-67.5,-59.6842105263158,-10.271053314209,4
-65,-59.6842105263158,-9.97531414031982,4
-62.5,-59.6842105263158,-9.88938999176025,4
-60,-59.6842105263158,-10.1819190979004,4
-57.5,-59.6842105263158,-11.3262987136841,4
-55,-59.6842105263158,-12.1436758041382,4
-52.5,-59.6842105263158,-11.8333034515381,4
-50,-59.6842105263158,-10.9594850540161,4
-47.5,-59.6842105263158,-10.4290599822998,4
-45,-59.6842105263158,-10.2442150115967,4
-42.5,-59.6842105263158,-10.2327480316162,4
-40,-59.6842105263158,-10.2385597229004,4
-37.5,-59.6842105263158,-10.2873277664185,4
-35,-59.6842105263158,-10.3135108947754,4
-90,-57.7894736842105,-10.3218088150024,4
-87.5,-57.7894736842105,-10.337215423584,4
-85,-57.7894736842105,-10.2654304504395,4
-82.5,-57.7894736842105,-10.212441444397,4
-80,-57.7894736842105,-10.1295166015625,4
-77.5,-57.7894736842105,-10.0446376800537,4
-75,-57.7894736842105,-10.0111436843872,4
-72.5,-57.7894736842105,-10.1139230728149,4
-70,-57.7894736842105,-10.2010974884033,4
-67.5,-57.7894736842105,-10.0333452224731,4
-65,-57.7894736842105,-9.68815135955811,4
-62.5,-57.7894736842105,-9.91685771942139,4
-60,-57.7894736842105,-11.1809024810791,4
-57.5,-57.7894736842105,-12.2184581756592,4
-55,-57.7894736842105,-12.4673347473145,4
-52.5,-57.7894736842105,-11.4354562759399,4
-50,-57.7894736842105,-10.5363521575928,4
-47.5,-57.7894736842105,-10.1254692077637,4
-45,-57.7894736842105,-10.0387496948242,4
-42.5,-57.7894736842105,-10.0368947982788,4
-40,-57.7894736842105,-10.0137605667114,4
-37.5,-57.7894736842105,-9.98745918273926,4
-35,-57.7894736842105,-10.0378589630127,4
-90,-55.8947368421053,-10.0113735198975,4
-87.5,-55.8947368421053,-10.0178709030151,4
-85,-55.8947368421053,-9.95097827911377,4
-82.5,-55.8947368421053,-9.85240745544434,4
-80,-55.8947368421053,-9.83750915527344,4
-77.5,-55.8947368421053,-9.91091156005859,4
-75,-55.8947368421053,-9.96834087371826,4
-72.5,-55.8947368421053,-10.0195693969727,4
-70,-55.8947368421053,-9.96356773376465,4
-67.5,-55.8947368421053,-9.67327976226807,4
-65,-55.8947368421053,-9.56021022796631,4
-62.5,-55.8947368421053,-10.631664276123,4
-60,-55.8947368421053,-11.799690246582,4
-57.5,-55.8947368421053,-12.2519502639771,4
-55,-55.8947368421053,-12.4421005249023,4
-52.5,-55.8947368421053,-10.9764671325684,4
-50,-55.8947368421053,-10.0617351531982,4
-47.5,-55.8947368421053,-9.85706615447998,4
-45,-55.8947368421053,-9.95002937316895,4
-42.5,-55.8947368421053,-9.80570411682129,4
-40,-55.8947368421053,-9.64488506317139,4
-37.5,-55.8947368421053,-9.60925674438477,4
-35,-55.8947368421053,-9.51487827301025,4
-90,-54,-9.63747215270996,4
-87.5,-54,-9.5972843170166,4
-85,-54,-9.59757709503174,4
-82.5,-54,-9.59274673461914,4
-80,-54,-9.71902179718018,4
-77.5,-54,-9.7291431427002,4
-75,-54,-9.6889009475708,4
-72.5,-54,-9.73046016693115,4
-70,-54,-9.68896579742432,4
-67.5,-54,-9.47546005249023,4
-65,-54,-9.61584091186523,4
-62.5,-54,-10.8885612487793,4
-60,-54,-11.696816444397,4
-57.5,-54,-12.1376209259033,4
-55,-54,-12.2476577758789,4
-52.5,-54,-11.3995885848999,4
-50,-54,-9.90021133422852,4
-47.5,-54,-10.3431119918823,4
-45,-54,-10.5840854644775,4
-42.5,-54,-10.0815935134888,4
-40,-54,-9.41201686859131,4
-37.5,-54,-9.24151992797852,4
-35,-54,-9.11778831481934,4
-90,-52.1052631578947,-9.43059253692627,4
-87.5,-52.1052631578947,-9.46242904663086,4
-85,-52.1052631578947,-9.43189716339111,4
-82.5,-52.1052631578947,-9.49036312103271,4
-80,-52.1052631578947,-9.49363803863525,4
-77.5,-52.1052631578947,-9.41775608062744,4
-75,-52.1052631578947,-9.40243148803711,4
-72.5,-52.1052631578947,-9.35632228851318,4
-70,-52.1052631578947,-9.25527191162109,4
-67.5,-52.1052631578947,-9.18907833099365,4
-65,-52.1052631578947,-9.27203369140625,4
-62.5,-52.1052631578947,-10.5246095657349,4
-60,-52.1052631578947,-11.4550170898438,4
-57.5,-52.1052631578947,-11.8097839355469,4
-55,-52.1052631578947,-11.7421073913574,4
-52.5,-52.1052631578947,-10.2464561462402,4
-50,-52.1052631578947,-9.32212734222412,4
-47.5,-52.1052631578947,-8.90554714202881,4
-45,-52.1052631578947,-8.86994457244873,4
-42.5,-52.1052631578947,-8.78285694122314,4
-40,-52.1052631578947,-8.68797016143799,4
-37.5,-52.1052631578947,-8.53374099731445,4
-35,-52.1052631578947,-8.44962882995605,4
-90,-50.2105263157895,-9.18777942657471,4
-87.5,-50.2105263157895,-9.16244792938232,4
-85,-50.2105263157895,-9.2002649307251,4
-82.5,-50.2105263157895,-9.17225933074951,4
-80,-50.2105263157895,-9.12478733062744,4
-77.5,-50.2105263157895,-9.04946899414062,4
-75,-50.2105263157895,-8.93692111968994,4
-72.5,-50.2105263157895,-8.89747333526611,4
-70,-50.2105263157895,-8.91191673278809,4
-67.5,-50.2105263157895,-8.81487083435059,4
-65,-50.2105263157895,-8.90267372131348,4
-62.5,-50.2105263157895,-9.96510028839111,4
-60,-50.2105263157895,-10.8610849380493,4
-57.5,-50.2105263157895,-11.3078641891479,4
-55,-50.2105263157895,-11.1841297149658,4
-52.5,-50.2105263157895,-9.44840335845947,4
-50,-50.2105263157895,-8.51334476470947,4
-47.5,-50.2105263157895,-8.20325374603271,4
-45,-50.2105263157895,-8.13510799407959,4
-42.5,-50.2105263157895,-7.97323417663574,4
-40,-50.2105263157895,-7.73584270477295,4
-37.5,-50.2105263157895,-7.60531377792358,4
-35,-50.2105263157895,-7.70383644104004,4
-90,-48.3157894736842,-8.63975715637207,4
-87.5,-48.3157894736842,-8.67327213287354,4
-85,-48.3157894736842,-8.70340728759766,4
-82.5,-48.3157894736842,-8.76190567016602,4
-80,-48.3157894736842,-8.73163414001465,4
-77.5,-48.3157894736842,-8.59666538238525,4
-75,-48.3157894736842,-8.49325466156006,4
-72.5,-48.3157894736842,-8.49524211883545,4
-70,-48.3157894736842,-8.50698184967041,4
-67.5,-48.3157894736842,-8.50116920471191,4
-65,-48.3157894736842,-8.42126083374023,4
-62.5,-48.3157894736842,-9.45551300048828,4
-60,-48.3157894736842,-10.52467918396,4
-57.5,-48.3157894736842,-10.9344835281372,4
-55,-48.3157894736842,-10.6122550964355,4
-52.5,-48.3157894736842,-8.86058330535889,4
-50,-48.3157894736842,-8.04750633239746,4
-47.5,-48.3157894736842,-7.70023441314697,4
-45,-48.3157894736842,-7.44068241119385,4
-42.5,-48.3157894736842,-7.19492816925049,4
-40,-48.3157894736842,-6.94727659225464,4
-37.5,-48.3157894736842,-6.96213674545288,4
-35,-48.3157894736842,-7.04802846908569,4
-90,-46.421052631579,-8.28628063201904,4
-87.5,-46.421052631579,-8.39653396606445,4
-85,-46.421052631579,-8.49780559539795,4
-82.5,-46.421052631579,-8.32675933837891,4
-80,-46.421052631579,-8.0607328414917,4
-77.5,-46.421052631579,-8.01038837432861,4
-75,-46.421052631579,-8.08973979949951,4
-72.5,-46.421052631579,-7.92990827560425,4
-70,-46.421052631579,-7.98884773254395,4
-67.5,-46.421052631579,-8.03338527679443,4
-65,-46.421052631579,-7.96512889862061,4
-62.5,-46.421052631579,-8.93262386322021,4
-60,-46.421052631579,-10.1387643814087,4
-57.5,-46.421052631579,-10.5663900375366,4
-55,-46.421052631579,-10.2366609573364,4
-52.5,-46.421052631579,-9.36639595031738,4
-50,-46.421052631579,-7.72770833969116,4
-47.5,-46.421052631579,-7.1274585723877,4
-45,-46.421052631579,-6.82413196563721,4
-42.5,-46.421052631579,-6.63214731216431,4
-40,-46.421052631579,-6.43244695663452,4
-37.5,-46.421052631579,-6.30875015258789,4
-35,-46.421052631579,-6.32360887527466,4
-90,-44.5263157894737,-7.90636777877808,4
-87.5,-44.5263157894737,-8.02125453948975,4
-85,-44.5263157894737,-7.90023994445801,4
-82.5,-44.5263157894737,-7.84046220779419,4
-80,-44.5263157894737,-7.79653215408325,4
-77.5,-44.5263157894737,-7.72185802459717,4
-75,-44.5263157894737,-7.69893360137939,4
-72.5,-44.5263157894737,-7.68131446838379,4
-70,-44.5263157894737,-7.63220453262329,4
-67.5,-44.5263157894737,-7.70697736740112,4
-65,-44.5263157894737,-7.69283390045166,4
-62.5,-44.5263157894737,-8.66129016876221,4
-60,-44.5263157894737,-10.0941343307495,4
-57.5,-44.5263157894737,-10.4190807342529,4
-55,-44.5263157894737,-9.79569053649902,4
-52.5,-44.5263157894737,-9.14531517028809,4
-50,-44.5263157894737,-7.29904556274414,4
-47.5,-44.5263157894737,-6.8212718963623,4
-45,-44.5263157894737,-6.48720598220825,4
-42.5,-44.5263157894737,-6.08236122131348,4
-40,-44.5263157894737,-5.87660884857178,4
-37.5,-44.5263157894737,-5.81045150756836,4
-35,-44.5263157894737,-5.78987693786621,4
-90,-42.6315789473684,-7.56411981582642,4
-87.5,-42.6315789473684,-7.57351207733154,4
-85,-42.6315789473684,-7.51070976257324,4
-82.5,-42.6315789473684,-7.42509174346924,4
-80,-42.6315789473684,-7.34619808197021,4
-77.5,-42.6315789473684,-7.29004764556885,4
-75,-42.6315789473684,-7.21134662628174,4
-72.5,-42.6315789473684,-7.19433641433716,4
-70,-42.6315789473684,-7.20772075653076,4
-67.5,-42.6315789473684,-7.32273149490356,4
-65,-42.6315789473684,-7.33822202682495,4
-62.5,-42.6315789473684,-8.3727970123291,4
-60,-42.6315789473684,-9.80010414123535,4
-57.5,-42.6315789473684,-9.91400814056396,4
-55,-42.6315789473684,-9.16047954559326,4
-52.5,-42.6315789473684,-9.1254243850708,4
-50,-42.6315789473684,-7.19085645675659,4
-47.5,-42.6315789473684,-6.6976842880249,4
-45,-42.6315789473684,-6.27910661697388,4
-42.5,-42.6315789473684,-5.83816814422607,4
-40,-42.6315789473684,-5.6038703918457,4
-37.5,-42.6315789473684,-5.45451784133911,4
-35,-42.6315789473684,-5.39900493621826,4
-90,-40.7368421052632,-7.07750749588013,4
-87.5,-40.7368421052632,-6.98047685623169,4
-85,-40.7368421052632,-6.81154823303223,4
-82.5,-40.7368421052632,-6.80588436126709,4
-80,-40.7368421052632,-6.84097051620483,4
-77.5,-40.7368421052632,-6.79290914535522,4
-75,-40.7368421052632,-6.77289772033691,4
-72.5,-40.7368421052632,-6.65190124511719,4
-70,-40.7368421052632,-6.76011657714844,4
-67.5,-40.7368421052632,-6.8723292350769,4
-65,-40.7368421052632,-6.88217830657959,4
-62.5,-40.7368421052632,-7.65645027160645,4
-60,-40.7368421052632,-9.43920803070068,4
-57.5,-40.7368421052632,-8.97997665405273,4
-55,-40.7368421052632,-8.81459140777588,4
-52.5,-40.7368421052632,-9.02065658569336,4
-50,-40.7368421052632,-8.47457885742188,4
-47.5,-40.7368421052632,-8.01646041870117,4
-45,-40.7368421052632,-7.13733577728271,4
-42.5,-40.7368421052632,-5.85165596008301,4
-40,-40.7368421052632,-5.30621337890625,4
-37.5,-40.7368421052632,-5.17204570770264,4
-35,-40.7368421052632,-5.1458420753479,4
-90,-78.6315789473684,-16.8752765655518,5
-87.5,-78.6315789473684,-16.4629135131836,5
-85,-78.6315789473684,-16.1976737976074,5
-82.5,-78.6315789473684,-16.1630611419678,5
-80,-78.6315789473684,-16.2066192626953,5
-77.5,-78.6315789473684,-16.2194404602051,5
-75,-78.6315789473684,-16.1473026275635,5
-72.5,-78.6315789473684,-15.9700813293457,5
-70,-78.6315789473684,-15.752025604248,5
-67.5,-78.6315789473684,-15.5257444381714,5
-65,-78.6315789473684,-15.3058996200562,5
-62.5,-78.6315789473684,-15.0563344955444,5
-60,-78.6315789473684,-14.7608261108398,5
-57.5,-78.6315789473684,-14.3129272460938,5
-55,-78.6315789473684,-13.5752754211426,5
-52.5,-78.6315789473684,-13.2216272354126,5
-50,-78.6315789473684,-13.1001815795898,5
-47.5,-78.6315789473684,-13.0678520202637,5
-45,-78.6315789473684,-13.117696762085,5
-42.5,-78.6315789473684,-13.3201322555542,5
-40,-78.6315789473684,-13.4369649887085,5
-37.5,-78.6315789473684,-13.6109914779663,5
-35,-78.6315789473684,-13.730242729187,5
-90,-76.7368421052632,-15.6754503250122,5
-87.5,-76.7368421052632,-15.5559577941895,5
-85,-76.7368421052632,-15.749002456665,5
-82.5,-76.7368421052632,-16.1399917602539,5
-80,-76.7368421052632,-16.4261493682861,5
-77.5,-76.7368421052632,-16.5005207061768,5
-75,-76.7368421052632,-16.4370403289795,5
-72.5,-76.7368421052632,-16.2636966705322,5
-70,-76.7368421052632,-15.9568872451782,5
-67.5,-76.7368421052632,-15.2978134155273,5
-65,-76.7368421052632,-14.6041736602783,5
-62.5,-76.7368421052632,-14.2084426879883,5
-60,-76.7368421052632,-13.8303127288818,5
-57.5,-76.7368421052632,-13.2335739135742,5
-55,-76.7368421052632,-12.9853706359863,5
-52.5,-76.7368421052632,-12.6710996627808,5
-50,-76.7368421052632,-12.4837779998779,5
-47.5,-76.7368421052632,-12.400764465332,5
-45,-76.7368421052632,-12.4424657821655,5
-42.5,-76.7368421052632,-12.479377746582,5
-40,-76.7368421052632,-12.5324449539185,5
-37.5,-76.7368421052632,-12.5612602233887,5
-35,-76.7368421052632,-12.6232633590698,5
-90,-74.8421052631579,-14.2747621536255,5
-87.5,-74.8421052631579,-14.3035469055176,5
-85,-74.8421052631579,-14.3956956863403,5
-82.5,-74.8421052631579,-14.6940174102783,5
-80,-74.8421052631579,-15.0366611480713,5
-77.5,-74.8421052631579,-15.2705545425415,5
-75,-74.8421052631579,-15.3112363815308,5
-72.5,-74.8421052631579,-15.6385917663574,5
-70,-74.8421052631579,-16.2230682373047,5
-67.5,-74.8421052631579,-15.8639221191406,5
-65,-74.8421052631579,-14.6408071517944,5
-62.5,-74.8421052631579,-13.8552255630493,5
-60,-74.8421052631579,-13.3725414276123,5
-57.5,-74.8421052631579,-12.9300813674927,5
-55,-74.8421052631579,-12.611855506897,5
-52.5,-74.8421052631579,-12.3874368667603,5
-50,-74.8421052631579,-12.3010721206665,5
-47.5,-74.8421052631579,-12.2840023040771,5
-45,-74.8421052631579,-12.3341598510742,5
-42.5,-74.8421052631579,-12.4369602203369,5
-40,-74.8421052631579,-12.4774875640869,5
-37.5,-74.8421052631579,-12.4803018569946,5
-35,-74.8421052631579,-12.3911819458008,5
-90,-72.9473684210526,-12.8156661987305,5
-87.5,-72.9473684210526,-12.9988174438477,5
-85,-72.9473684210526,-12.9249401092529,5
-82.5,-72.9473684210526,-13.0041446685791,5
-80,-72.9473684210526,-13.3161067962646,5
-77.5,-72.9473684210526,-13.5736637115479,5
-75,-72.9473684210526,-13.8359336853027,5
-72.5,-72.9473684210526,-14.5298757553101,5
-70,-72.9473684210526,-15.657265663147,5
-67.5,-72.9473684210526,-15.8925695419312,5
-65,-72.9473684210526,-14.7081470489502,5
-62.5,-72.9473684210526,-13.830867767334,5
-60,-72.9473684210526,-13.1475973129272,5
-57.5,-72.9473684210526,-12.7826242446899,5
-55,-72.9473684210526,-12.4248237609863,5
-52.5,-72.9473684210526,-12.2015380859375,5
-50,-72.9473684210526,-12.1059522628784,5
-47.5,-72.9473684210526,-12.1235017776489,5
-45,-72.9473684210526,-12.188702583313,5
-42.5,-72.9473684210526,-12.2150602340698,5
-40,-72.9473684210526,-12.2044763565063,5
-37.5,-72.9473684210526,-12.0857353210449,5
-35,-72.9473684210526,-12.0282592773438,5
-90,-71.0526315789474,-12.1502199172974,5
-87.5,-71.0526315789474,-12.175838470459,5
-85,-71.0526315789474,-12.1560726165771,5
-82.5,-71.0526315789474,-12.1339206695557,5
-80,-71.0526315789474,-12.2141952514648,5
-77.5,-71.0526315789474,-12.5774669647217,5
-75,-71.0526315789474,-12.8452138900757,5
-72.5,-71.0526315789474,-13.4330215454102,5
-70,-71.0526315789474,-14.5689449310303,5
-67.5,-71.0526315789474,-15.2071132659912,5
-65,-71.0526315789474,-14.6655111312866,5
-62.5,-71.0526315789474,-13.8370237350464,5
-60,-71.0526315789474,-13.0720615386963,5
-57.5,-71.0526315789474,-12.8052597045898,5
-55,-71.0526315789474,-12.4030179977417,5
-52.5,-71.0526315789474,-12.1350011825562,5
-50,-71.0526315789474,-12.018536567688,5
-47.5,-71.0526315789474,-12.0256748199463,5
-45,-71.0526315789474,-11.9785652160645,5
-42.5,-71.0526315789474,-11.8864889144897,5
-40,-71.0526315789474,-11.7575368881226,5
-37.5,-71.0526315789474,-11.6834325790405,5
-35,-71.0526315789474,-11.6734914779663,5
-90,-69.1578947368421,-11.9656419754028,5
-87.5,-69.1578947368421,-12.0169448852539,5
-85,-69.1578947368421,-11.9989442825317,5
-82.5,-69.1578947368421,-12.0323972702026,5
-80,-69.1578947368421,-11.9637842178345,5
-77.5,-69.1578947368421,-11.8672618865967,5
-75,-69.1578947368421,-11.9684047698975,5
-72.5,-69.1578947368421,-12.7452955245972,5
-70,-69.1578947368421,-13.4945020675659,5
-67.5,-69.1578947368421,-14.1145458221436,5
-65,-69.1578947368421,-14.2330265045166,5
-62.5,-69.1578947368421,-13.6402006149292,5
-60,-69.1578947368421,-12.9965000152588,5
-57.5,-69.1578947368421,-12.6096935272217,5
-55,-69.1578947368421,-12.2193593978882,5
-52.5,-69.1578947368421,-11.9835252761841,5
-50,-69.1578947368421,-11.8732681274414,5
-47.5,-69.1578947368421,-11.8645133972168,5
-45,-69.1578947368421,-11.8131103515625,5
-42.5,-69.1578947368421,-11.7251272201538,5
-40,-69.1578947368421,-11.6352272033691,5
-37.5,-69.1578947368421,-11.5770444869995,5
-35,-69.1578947368421,-11.552562713623,5
-90,-67.2631578947368,-11.7939338684082,5
-87.5,-67.2631578947368,-11.766227722168,5
-85,-67.2631578947368,-11.8203725814819,5
-82.5,-67.2631578947368,-11.9014711380005,5
-80,-67.2631578947368,-11.8592042922974,5
-77.5,-67.2631578947368,-11.8111925125122,5
-75,-67.2631578947368,-11.7326402664185,5
-72.5,-67.2631578947368,-11.8911180496216,5
-70,-67.2631578947368,-12.5489501953125,5
-67.5,-67.2631578947368,-13.1420383453369,5
-65,-67.2631578947368,-13.5823917388916,5
-62.5,-67.2631578947368,-13.3682422637939,5
-60,-67.2631578947368,-12.779821395874,5
-57.5,-67.2631578947368,-12.4806394577026,5
-55,-67.2631578947368,-12.1570100784302,5
-52.5,-67.2631578947368,-11.8299121856689,5
-50,-67.2631578947368,-11.6153564453125,5
-47.5,-67.2631578947368,-11.599684715271,5
-45,-67.2631578947368,-11.6488904953003,5
-42.5,-67.2631578947368,-11.6095790863037,5
-40,-67.2631578947368,-11.4644641876221,5
-37.5,-67.2631578947368,-11.3964157104492,5
-35,-67.2631578947368,-11.3699951171875,5
-90,-65.3684210526316,-11.7132911682129,5
-87.5,-65.3684210526316,-11.6429996490479,5
-85,-65.3684210526316,-11.6007080078125,5
-82.5,-65.3684210526316,-11.6745615005493,5
-80,-65.3684210526316,-11.6895723342896,5
-77.5,-65.3684210526316,-11.6617765426636,5
-75,-65.3684210526316,-11.6184501647949,5
-72.5,-65.3684210526316,-11.5543775558472,5
-70,-65.3684210526316,-11.5213022232056,5
-67.5,-65.3684210526316,-11.7780275344849,5
-65,-65.3684210526316,-12.6025657653809,5
-62.5,-65.3684210526316,-13.1303853988647,5
-60,-65.3684210526316,-12.8029975891113,5
-57.5,-65.3684210526316,-12.496190071106,5
-55,-65.3684210526316,-12.1332578659058,5
-52.5,-65.3684210526316,-11.8876733779907,5
-50,-65.3684210526316,-11.6651268005371,5
-47.5,-65.3684210526316,-11.5833749771118,5
-45,-65.3684210526316,-11.6419467926025,5
-42.5,-65.3684210526316,-11.5684194564819,5
-40,-65.3684210526316,-11.4228467941284,5
-37.5,-65.3684210526316,-11.3626890182495,5
-35,-65.3684210526316,-11.3027811050415,5
-90,-63.4736842105263,-11.6059703826904,5
-87.5,-63.4736842105263,-11.5609855651855,5
-85,-63.4736842105263,-11.5396413803101,5
-82.5,-63.4736842105263,-11.5427131652832,5
-80,-63.4736842105263,-11.5211143493652,5
-77.5,-63.4736842105263,-11.4510974884033,5
-75,-63.4736842105263,-11.4500541687012,5
-72.5,-63.4736842105263,-11.3882055282593,5
-70,-63.4736842105263,-11.2831449508667,5
-67.5,-63.4736842105263,-11.2626008987427,5
-65,-63.4736842105263,-11.31858253479,5
-62.5,-63.4736842105263,-11.5973768234253,5
-60,-63.4736842105263,-12.149206161499,5
-57.5,-63.4736842105263,-12.2223091125488,5
-55,-63.4736842105263,-12.0681409835815,5
-52.5,-63.4736842105263,-11.8276901245117,5
-50,-63.4736842105263,-11.6925849914551,5
-47.5,-63.4736842105263,-11.5883836746216,5
-45,-63.4736842105263,-11.5344676971436,5
-42.5,-63.4736842105263,-11.4473524093628,5
-40,-63.4736842105263,-11.3092460632324,5
-37.5,-63.4736842105263,-11.2169103622437,5
-35,-63.4736842105263,-11.2003440856934,5
-90,-61.5789473684211,-11.3839387893677,5
-87.5,-61.5789473684211,-11.3198413848877,5
-85,-61.5789473684211,-11.3140125274658,5
-82.5,-61.5789473684211,-11.2742300033569,5
-80,-61.5789473684211,-11.204628944397,5
